,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
9030,"Chateau Destieux, Saint Emilion",35202,chateau-destieux-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,1999,2007-08-15,False,87.26,C+,4,,
9031,"Chateau Moulinet, Pomerol",39618,chateau-moulinet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2000,2007-08-15,False,87.25,C,3,1013502.0,10135022000.0
9032,"Chateau Dassault, Saint Emilion Grand Cru",33684,chateau-dassault-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2001,2007-08-15,False,86.25,B+,5,1009248.0,10092482001.0
9033,"Chateau Bellefont Belcier, Saint Emilion Grand Cru",32494,chateau-bellefont-belcier-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2002,2007-08-15,False,86.18,B+,5,1006768.0,10067682002.0
9034,"Chateau Cantemerle, Haut Medoc",33014,chateau-cantemerle-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,1999,2007-08-15,False,85.77,C,5,1007651.0,10076511999.0
9035,"Chateau Marquis De Terme, Margaux",39109,chateau-marquis-de-terme-margaux,Margaux,margaux,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2002,2007-08-15,False,85.75,C+,5,1012837.0,10128372002.0
9036,"Chateau De Camensac, Haut Medoc",33877,chateau-de-camensac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2002,2007-08-15,False,84.89,C+,5,1007505.0,10075052002.0
9037,"Chateau Langoa Barton, Saint Julien",38072,chateau-langoa-barton-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,1997,2007-08-15,False,83.3,C+,5,1012172.0,10121721997.0
9038,"Chateau Batailley, Pauillac",32289,chateau-batailley-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,1998,2007-08-15,False,83.25,C+,5,1006322.0,10063221998.0
9039,"Chateau Cadet Bon, Saint Emilion Grand Cru",32888,chateau-cadet-bon-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2002,2007-08-15,False,82.03,C,3,1007417.0,10074172002.0
9040,"Domaine De La Vougeraie, Bonnes Mares Grand Cru",55352,domaine-de-la-vougeraie-bonnes-mares-grand-cru,Bonnes Mares Grand Cru,bonnes-mares-grand-cru,Red,,['Bourgogne'],France,,2005,2007-08-13,False,94.51,B,3,1059302.0,10593022005.0
9041,"Domaine Armand Rousseau Pere Et Fils, Clos De La Roche Grand Cru",51586,domaine-armand-rousseau-pere-et-fils-clos-de-la-roche-grand-cru,Clos De La Roche Grand Cru,clos-de-la-roche-grand-cru,Red,,['Bourgogne'],France,,2005,2007-08-12,False,94.04,B,3,1057050.0,10570502005.0
9042,"Chateau Latour Martillac, Blanc, Pessac Leognan",38170,chateau-latour-martillac-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,Grand Cru Classé de Graves,2003,2007-08-10,False,89.82,B,4,1017210.0,10172102003.0
9043,"Chateau La Tour Haut-Brion, Pessac Leognan",37766,chateau-la-tour-haut-brion-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,1983,2007-08-10,False,89.22,C,3,1015636.0,10156361983.0
9044,"Bernard Magrez, Chateau La Tour Carnet, Haut Medoc",11167,bernard-magrez-chateau-la-tour-carnet-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,1998,2007-08-10,False,84.7,B+,5,1015548.0,10155481998.0
9045,"Chateau Fombrauge, Saint Emilion Grand Cru",35728,chateau-fombrauge-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1998,2007-08-10,False,84.62,B,5,1010211.0,10102111998.0
9046,"Chateau Les Grandes Murailles, Saint Emilion Grand Cru",38609,chateau-les-grandes-murailles-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1998,2007-08-09,False,89.59,C+,4,1010820.0,10108201998.0
9047,"Chateau Fonroque, Saint Emilion Grand Cru",35753,chateau-fonroque-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1995,2007-08-09,False,88.15,B,4,1010266.0,10102661995.0
9048,"Chateau Durfort Vivens, Margaux",35589,chateau-durfort-vivens-margaux,Margaux,margaux,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,1996,2007-08-09,False,87.23,C,4,1009512.0,10095121996.0
9049,"Chateau Monbrison, Margaux",39353,chateau-monbrison-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,1998,2007-08-09,False,87.2,A,4,1013195.0,10131951998.0
9050,"Chateau Lafleur Gazin, Pomerol",37912,chateau-lafleur-gazin-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,1998,2007-08-09,False,86.66,B,5,1011931.0,10119311998.0
9051,"Chateau La Grave A Pomerol, Trignant De Boisset, Pomerol",37437,chateau-la-grave-a-pomerol-trignant-de-boisset-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,1996,2007-08-09,False,86.54,B+,5,1317075.0,13170751996.0
9052,"Chateau L'Eglise Clinet, La Petite Eglise, Pomerol",36904,chateau-leglise-clinet-la-petite-eglise-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,1998,2007-08-09,False,85.9,A+,3,1014020.0,10140201998.0
9053,"Chateau Chasse Spleen, Moulis En Medoc",33220,chateau-chasse-spleen-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,,1996,2007-08-09,False,85.84,A,5,1008052.0,10080521996.0
9054,"Chateau Pas De L'Ane, Saint Emilion Grand Cru",39776,chateau-pas-de-lane-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2006,2007-08-08,False,86.61,C+,3,,
9055,"Domaine Leroy, Richebourg Grand Cru",61623,domaine-leroy-richebourg-grand-cru,Richebourg Grand Cru,richebourg-grand-cru,Red,,['Bourgogne'],France,,2005,2007-08-07,False,97.37,B,4,1044429.0,10444292005.0
9056,"Domaine Faiveley, Mazis Chambertin Grand Cru",58140,domaine-faiveley-mazis-chambertin-grand-cru,Mazis Chambertin Grand Cru,mazis-chambertin-grand-cru,Red,,['Bourgogne'],France,,2004,2007-08-07,False,92.51,A+,4,1031465.0,10314652004.0
9057,"Domaine Faiveley, Les Damodes, Nuits Saint Georges Premier Cru",58116,domaine-faiveley-les-damodes-nuits-saint-georges-premier-cru,Nuits Saint Georges Premier Cru,nuits-saint-georges-premier-cru,Red,,['Bourgogne'],France,,2004,2007-08-07,False,89.13,B,4,,
9058,"Louis Roederer, Cristal Brut Millesime, Blanc, Champagne",98644,louis-roederer-cristal-brut-millesime-blanc-champagne,Champagne,champagne,White,sparkling,['Champagne'],France,,1997,2007-08-06,False,92.17,C+,5,1082542.0,10825421997.0
9059,"Domaine Prats, Chateau De Marbuzet, Saint Estephe",64280,domaine-prats-chateau-de-marbuzet-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2006,2007-08-06,False,86.64,C+,3,1012765.0,10127652006.0
9060,"Louis Jadot, Bonnes Mares Grand Cru",98107,louis-jadot-bonnes-mares-grand-cru,Bonnes Mares Grand Cru,bonnes-mares-grand-cru,Red,,['Bourgogne'],France,,2005,2007-08-05,False,95.84,B+,3,1037858.0,10378582005.0
9061,"Louis Jadot, Clos De Vougeot Grand Cru",98152,louis-jadot-clos-de-vougeot-grand-cru,Clos De Vougeot Grand Cru,clos-de-vougeot-grand-cru,Red,,['Bourgogne'],France,,2005,2007-08-05,False,94.33,A+,3,1038086.0,10380862005.0
9062,"Louis Jadot, Chapelle Chambertin Grand Cru",98120,louis-jadot-chapelle-chambertin-grand-cru,Chapelle Chambertin Grand Cru,chapelle-chambertin-grand-cru,Red,,['Bourgogne'],France,,2005,2007-08-05,False,94.15,B+,3,1037991.0,10379912005.0
9063,"Dom Perignon, Brut, Blanc, Champagne",51102,dom-perignon-brut-blanc-champagne,Champagne,champagne,White,sparkling,['Champagne'],France,,1995,2007-08-01,False,95.64,B,3,1082656.0,10826561995.0
9064,"Marcassin, Lorenzo Vineyard Chardonnay, White, Sonoma Coast",101640,marcassin-lorenzo-vineyard-chardonnay-white-sonoma-coast,Sonoma Coast,sonoma-coast,White,dry,['California'],Usa,,1996,2007-08-01,False,95.24,B,4,,
9065,"Pol Roger, Vintage Blanc De Blancs Brut, Blanc, Champagne",116769,pol-roger-vintage-blanc-de-blancs-brut-blanc-champagne,Champagne,champagne,White,sparkling,['Champagne'],France,,1995,2007-08-01,False,91.49,B+,5,1082829.0,10828291995.0
9066,"Veuve Clicquot Ponsardin, Brut, Blanc, Champagne",139211,veuve-clicquot-ponsardin-brut-blanc-champagne,Champagne,champagne,White,sparkling,['Champagne'],France,,1995,2007-08-01,False,91.29,B+,3,1083145.0,10831451995.0
9067,"Domaine Dugat Py, Chambertin Grand Cru",57731,domaine-dugat-py-chambertin-grand-cru,Chambertin Grand Cru,chambertin-grand-cru,Red,,['Bourgogne'],France,,2005,2007-07-31,False,98.17,B+,3,,
9068,"Domaine Dugat Py, Mazoyeres Chambertin Grand Cru",57743,domaine-dugat-py-mazoyeres-chambertin-grand-cru,Mazoyeres Chambertin Grand Cru,mazoyeres-chambertin-grand-cru,Red,,['Bourgogne'],France,,2005,2007-07-31,False,95.29,B,3,1030282.0,10302822005.0
9069,"Martinelli, Three Sisters Vineyards Sea Ridge Meadow Chardonnay, White, Sonoma Coast",102669,martinelli-three-sisters-vineyards-sea-ridge-meadow-chardonnay-white-sonoma-coast,Sonoma Coast,sonoma-coast,White,dry,['California'],Usa,,2004,2007-07-31,False,93.01,C+,3,,
9070,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,kistler-vineyards-hudson-vineyard-chardonnay-white-carneros,Carneros,carneros,White,dry,['California'],Usa,,2004,2007-07-31,False,93.01,A,3,,
9071,"Domaine Dugat Py, Les Evocelles, Gevrey Chambertin",57741,domaine-dugat-py-les-evocelles-gevrey-chambertin,Gevrey Chambertin,gevrey-chambertin,Red,,['Bourgogne'],France,,2005,2007-07-31,False,92.07,B,4,1030224.0,10302242005.0
9072,"Ramey Wine Cellars, Hudson Vineyard Chardonnay, White, Carneros",118764,ramey-wine-cellars-hudson-vineyard-chardonnay-white-carneros,Carneros,carneros,White,dry,['California'],Usa,,2004,2007-07-31,False,91.83,B,3,,
9073,"Martinelli, Charles Ranch Chardonnay, White, Sonoma Coast",102647,martinelli-charles-ranch-chardonnay-white-sonoma-coast,Sonoma Coast,sonoma-coast,White,dry,['California'],Usa,,2005,2007-07-31,False,90.12,C+,3,,
9074,"Rudd, Bacigalupi Vineyard Chardonnay, White, Russian River Valley",123064,rudd-bacigalupi-vineyard-chardonnay-white-russian-river-valley,Russian River Valley,russian-river-valley,White,dry,['California'],Usa,,2004,2007-07-31,False,89.06,B,3,,
9075,"Ramey Wine Cellars, Claret, Napa Valley",118761,ramey-wine-cellars-claret-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2004,2007-07-31,False,88.82,A+,4,,
9076,"Ramey Wine Cellars, Hyde Vineyard Chardonnay, White, Carneros",118765,ramey-wine-cellars-hyde-vineyard-chardonnay-white-carneros,Carneros,carneros,White,dry,['California'],Usa,,2004,2007-07-31,False,88.4,C,4,,
9077,"Domaine Faiveley, Domaine De La Croix Jacquelet, Blanc, Montagny",58079,domaine-faiveley-domaine-de-la-croix-jacquelet-blanc-montagny,Montagny,montagny,White,dry,['Bourgogne'],France,,2004,2007-07-31,False,88.11,A+,3,,
9078,"Domaine Faiveley, Clos Rochette Monopole, Blanc, Mercurey",58071,domaine-faiveley-clos-rochette-monopole-blanc-mercurey,Mercurey,mercurey,White,dry,['Bourgogne'],France,,2004,2007-07-31,False,86.61,B+,3,,
9079,"Beringer Vineyards, Chardonnay, White, Napa Valley",10992,beringer-vineyards-chardonnay-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2005,2007-07-31,False,83.68,C+,3,,
9080,"St. Clement Vineyards, Chardonnay, White, Carneros",129596,st-clement-vineyards-chardonnay-white-carneros,Carneros,carneros,White,dry,['California'],Usa,,2005,2007-07-31,False,83.05,C,3,,
9081,"Grgich Hills Estate, Grown Chardonnay, White, Napa Valley",80581,grgich-hills-estate-grown-chardonnay-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2004,2007-07-31,False,82.27,C,3,,
9082,"Sylvain Cathiard, Les Clos De L Orme, Chambolle Musigny",131587,sylvain-cathiard-les-clos-de-l-orme-chambolle-musigny,Chambolle Musigny,chambolle-musigny,Red,,['Bourgogne'],France,,2005,2007-07-28,False,90.41,C+,4,1023565.0,10235652005.0
9083,"Chateau Grillet, Blanc, Chateau Grillet",36269,chateau-grillet-blanc-chateau-grillet,Chateau Grillet,chateau-grillet,White,dry,['Rhone'],France,,2001,2007-07-25,False,89.49,B,3,,
9084,"Chateau De Beaucastel, Roussanne Vieilles Vignes, Blanc, Chateauneuf Du Pape",33718,chateau-de-beaucastel-roussanne-vieilles-vignes-blanc-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,White,dry,['Rhone'],France,,2001,2007-07-12,False,94.3,B,3,1314885.0,13148852001.0
9085,"Grgich Hills Estate, Paris Tasting Commemorative Chardonnay, White, Napa Valley",80587,grgich-hills-estate-paris-tasting-commemorative-chardonnay-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2003,2007-07-01,False,90.52,C,3,,
9086,"Cape Mentelle, Shiraz, Margaret River",25722,cape-mentelle-shiraz-margaret-river,Margaret River,margaret-river,Red,,['Australia'],Australia,,2004,2007-07-01,False,89.46,B,3,,
9087,"Robert Craig Winery, Affinity Cabernet Sauvignon, Napa Valley",121292,robert-craig-winery-affinity-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2004,2007-07-01,False,86.88,C,3,,
9088,"Wynns Coonawarra Estate, Shiraz, Coonawarra",146130,wynns-coonawarra-estate-shiraz-coonawarra,Coonawarra,coonawarra,Red,,['Australia'],Australia,,2004,2007-07-01,False,86.53,B,3,1005745.0,10057452004.0
9089,"Cape Mentelle, Sauvignon Blanc - Semillon, White, Margaret River",25721,cape-mentelle-sauvignon-blanc-semillon-white-margaret-river,Margaret River,margaret-river,White,dry,['Australia'],Australia,,2006,2007-07-01,False,85.79,B,3,,
9090,"Jean-Luc Colombo, La Louvee, Cornas",88190,jean-luc-colombo-la-louvee-cornas,Cornas,cornas,Red,,['Rhone'],France,,2004,2007-06-30,False,90.88,B,3,,
9091,"Domaine Leroy, Chambertin Grand Cru",61521,domaine-leroy-chambertin-grand-cru,Chambertin Grand Cru,chambertin-grand-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,99.38,A,3,1543515.0,15435152005.0
9092,"Domaine Leroy, Musigny Grand Cru",61613,domaine-leroy-musigny-grand-cru,Musigny Grand Cru,musigny-grand-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,98.83,B,3,1044197.0,10441972005.0
9093,"Domaine Leroy, Romanee Saint Vivant Grand Cru",61624,domaine-leroy-romanee-saint-vivant-grand-cru,Romanee Saint Vivant Grand Cru,romanee-saint-vivant-grand-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,98.73,A+,3,1044432.0,10444322005.0
9094,"Domaine Leroy, Clos De La Roche Grand Cru",61527,domaine-leroy-clos-de-la-roche-grand-cru,Clos De La Roche Grand Cru,clos-de-la-roche-grand-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,98.14,A,3,1043901.0,10439012005.0
9095,"Domaine Leroy, Latricieres Chambertin Grand Cru",61553,domaine-leroy-latricieres-chambertin-grand-cru,Latricieres Chambertin Grand Cru,latricieres-chambertin-grand-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,97.03,A,3,1044096.0,10440962005.0
9096,"Domaine Leroy, Les Charmes, Chambolle Musigny Premier Cru",61574,domaine-leroy-les-charmes-chambolle-musigny-premier-cru,Chambolle Musigny Premier Cru,chambolle-musigny-premier-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,95.86,B+,3,1043842.0,10438422005.0
9097,"Domaine Leroy, Corton Renardes, Corton Grand Cru",61617,domaine-leroy-corton-renardes-corton-grand-cru,Corton Grand Cru,corton-grand-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,95.41,A,3,1043943.0,10439432005.0
9098,"Domaine Leroy, Les Boudots, Nuits Saint Georges Premier Cru",61563,domaine-leroy-les-boudots-nuits-saint-georges-premier-cru,Nuits Saint Georges Premier Cru,nuits-saint-georges-premier-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,94.25,A,3,1044230.0,10442302005.0
9099,"Domaine Leroy, Les Vignes Rondes, Nuits Saint Georges Premier Cru",61632,domaine-leroy-les-vignes-rondes-nuits-saint-georges-premier-cru,Nuits Saint Georges Premier Cru,nuits-saint-georges-premier-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,94.25,A,3,1044331.0,10443312005.0
9100,"Domaine Leroy, Aux Brulees, Vosne Romanee Premier Cru",61492,domaine-leroy-aux-brulees-vosne-romanee-premier-cru,Vosne Romanee Premier Cru,vosne-romanee-premier-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,94.01,A,3,1044689.0,10446892005.0
9101,"Domaine Leroy, Les Narbantons, Savigny Les Beaune Premier Cru",61591,domaine-leroy-les-narbantons-savigny-les-beaune-premier-cru,Savigny Les Beaune Premier Cru,savigny-les-beaune-premier-cru,Red,,['Bourgogne'],France,,2005,2007-06-29,False,91.69,A,3,1044490.0,10444902005.0
9102,"Bazzocchi Sanjust, Petrolo, Galatrona, Val d'Arno di Sopra",148594,bazzocchi-sanjust-petrolo-galatrona-val-darno-di-sopra,Val d'Arno di Sopra,val-darno-di-sopra,Red,,['Tuscany'],Italy,,2003,2007-06-29,False,91.68,C+,3,1102561.0,11025612003.0
9103,"Domaine Leroy, Les Fremieres, Chambolle Musigny",61583,domaine-leroy-les-fremieres-chambolle-musigny,Chambolle Musigny,chambolle-musigny,Red,,['Bourgogne'],France,,2005,2007-06-29,False,91.66,B,3,,
9104,"Altair, Tinto, Valle Del Cachapoal",3362,altair-tinto-valle-del-cachapoal,Valle Del Cachapoal,valle-del-cachapoal,Red,,['Chile'],Chile,,2003,2007-06-29,False,91.28,C+,4,,
9105,"Tenuta Sette Ponti, Oreno, Toscana",149526,tenuta-sette-ponti-oreno-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2003,2007-06-29,False,90.98,C+,3,1105331.0,11053312003.0
9106,"Domaine Leroy, Les Genaivrieres, Vosne Romanee",148907,domaine-leroy-les-genaivrieres-vosne-romanee,Vosne Romanee,vosne-romanee,Red,,['Bourgogne'],France,,2005,2007-06-29,False,90.85,C+,3,,
9107,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",45177,concha-y-toro-don-melchor-cabernet-sauvignon-puente-alto,Puente Alto,puente-alto,Red,,['Chile'],Chile,,2002,2007-06-29,False,90.64,B,3,1083174.0,10831742002.0
9108,"Chateau Lucia, Saint Emilion Grand Cru",38904,chateau-lucia-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,90.27,B+,4,1012521.0,10125212004.0
9109,"Domaine Leroy, Aux Lavieres, Nuits Saint Georges",61496,domaine-leroy-aux-lavieres-nuits-saint-georges,Nuits Saint Georges,nuits-saint-georges,Red,,['Bourgogne'],France,,2005,2007-06-29,False,89.68,A,3,1044298.0,10442982005.0
9110,"Chateau Gracia, Saint Emilion",36068,chateau-gracia-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2004,2007-06-29,False,89.3,C+,4,1010657.0,10106572004.0
9111,"Domaine Leroy, Les Vignots, Pommard",61606,domaine-leroy-les-vignots-pommard,Pommard,pommard,Red,,['Bourgogne'],France,,2005,2007-06-29,False,89.2,B,3,1044416.0,10444162005.0
9112,"Chateau Sanctus, Saint Emilion Grand Cru",40840,chateau-sanctus-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,89.2,A+,3,,
9113,"Domaine Leroy, Aux Allots, Nuits Saint Georges",61631,domaine-leroy-aux-allots-nuits-saint-georges,Nuits Saint Georges,nuits-saint-georges,Red,,['Bourgogne'],France,,2005,2007-06-29,False,89.08,B,3,1044214.0,10442142005.0
9114,"Chateau Ausone, La Chapelle D'Ausone, Saint Emilion Grand Cru",92393,chateau-ausone-la-chapelle-dausone-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,88.93,B,5,1007983.0,10079832004.0
9115,"Altair, Sideral Red, Valle Del Cachapoal",3361,altair-sideral-red-valle-del-cachapoal,Valle Del Cachapoal,valle-del-cachapoal,Red,,['Chile'],Chile,,2003,2007-06-29,False,88.27,B,4,,
9116,"Chateau Certan Marzelle, Pomerol",33149,chateau-certan-marzelle-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2004,2007-06-29,False,87.81,A,6,,
9117,"Chateau Bourgneuf, Pomerol",32756,chateau-bourgneuf-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2004,2007-06-29,False,87.47,A,5,1176027.0,11760272004.0
9118,"Chateau Puygueraud, Cuvee George, Francs Cotes De Bordeaux",40304,chateau-puygueraud-cuvee-george-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2004,2007-06-29,False,87.47,B+,4,,
9119,"Clos Puy Arnaud, Castillon Cotes De Bordeaux",44046,clos-puy-arnaud-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2004,2007-06-29,False,87.13,B+,4,,
9120,"Chateau Lafleur Gazin, Pomerol",37912,chateau-lafleur-gazin-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2004,2007-06-29,False,86.72,C+,5,1011931.0,10119312004.0
9121,"Clos Badon Thunevin, Saint Emilion Grand Cru",43494,clos-badon-thunevin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,86.67,A,5,,
9122,"Chateau Marsau, Francs Cotes De Bordeaux",39117,chateau-marsau-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2004,2007-06-29,False,86.49,B,3,,
9123,"Chateau Les Charmes Godard, Blanc, Francs Cotes De Bordeaux",38570,chateau-les-charmes-godard-blanc-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,White,dry,['Bordeaux'],France,,2004,2007-06-29,False,86.42,B,3,,
9124,"Chateau Sansonnet, Saint Emilion Grand Cru",40843,chateau-sansonnet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2004,2007-06-29,False,86.27,A+,3,,
9125,"Chateau Gigault, Cuvee Viva, Blaye Cotes De Bordeaux",36016,chateau-gigault-cuvee-viva-blaye-cotes-de-bordeaux,Blaye Cotes De Bordeaux,blaye-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2004,2007-06-29,False,86.22,B,4,,
9126,"Chateau Cordeillan-Bages, Pauillac",33369,chateau-cordeillan-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2004,2007-06-29,False,86.15,B+,3,,
9127,"Chateau Faizeau, Selection Vieilles Vignes, Montagne Saint Emilion",35627,chateau-faizeau-selection-vieilles-vignes-montagne-saint-emilion,Montagne Saint Emilion,montagne-saint-emilion,Red,,['Bordeaux'],France,,2004,2007-06-29,False,86.1,A+,3,,
9128,"Chateau Rollan De By, Medoc",40519,chateau-rollan-de-by-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2004,2007-06-29,False,85.99,B,3,,
9129,"Chateau Ferrand Lartigue, Saint Emilion Grand Cru",35662,chateau-ferrand-lartigue-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,85.97,A,3,,
9130,"Chateau Cote De Baleau, Saint Emilion Grand Cru",33393,chateau-cote-de-baleau-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2004,2007-06-29,False,85.84,B,4,1008805.0,10088052004.0
9131,"Chateau Bolaire, Bordeaux Superieur",32698,chateau-bolaire-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2004,2007-06-29,False,85.39,B,3,,
9132,"Chateau Croix De Labrie, Saint Emilion Grand Cru",33491,chateau-croix-de-labrie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,85.0,C,3,1009033.0,10090332004.0
9133,"Chateau Les Grands Marechaux, Blaye Cotes De Bordeaux",38612,chateau-les-grands-marechaux-blaye-cotes-de-bordeaux,Blaye Cotes De Bordeaux,blaye-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2004,2007-06-29,False,84.7,A,3,,
9134,"Chateau Trianon, Saint Emilion Grand Cru",41498,chateau-trianon-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,84.67,C,4,,
9135,"Chateau Cadet Piola, Saint Emilion Grand Cru",32891,chateau-cadet-piola-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2004,2007-06-29,False,84.16,C,3,,
9136,"Chateau Picque Caillou, Pessac Leognan",40034,chateau-picque-caillou-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2004,2007-06-29,False,83.78,B,4,1014189.0,10141892004.0
9137,"Chateau Latour, Pauillac",38177,chateau-latour-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,1er Grand Cru Classé en 1855,1899,2007-06-21,False,96.9,C+,3,1012316.0,10123161899.0
9138,"Martinelli, Giuseppe & Luisa Zinfandel, Russian River Valley",102649,martinelli-giuseppe-luisa-zinfandel-russian-river-valley,Russian River Valley,russian-river-valley,Red,,['California'],Usa,,2005,2007-06-15,False,93.32,A,3,,
9139,"Martinelli, Bondi Home Ranch Water Trough Vineyard Pinot Noir, Green Valley",102646,martinelli-bondi-home-ranch-water-trough-vineyard-pinot-noir-green-valley,Green Valley,green-valley,Red,,['California'],Usa,,2005,2007-06-15,False,92.03,B,3,,
9140,"Martinelli, Woolsey Road Chardonnay, White, Russian River Valley",102676,martinelli-woolsey-road-chardonnay-white-russian-river-valley,Russian River Valley,russian-river-valley,White,dry,['California'],Usa,,2005,2007-06-15,False,92.02,B+,3,,
