,id,name,nameDisplay,abv,glasswareId,styleId,isOrganic,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,glass.id,glass.name,glass.createDate,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,description,ibu,originalGravity,availableId,foodPairings,available.id,available.name,available.description,year,style.ogMax,srmId,srm.id,srm.name,srm.hex,servingTemperature,servingTemperatureDisplay,style.category.description,style.category.updateDate
1002,xlOpbL,The Hairy Eyeball,The Hairy Eyeball,8.8,5.0,29.0,N,N,verified,Verified,2012-01-03 02:44:22,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/xlOpbL/upload_ErU4hn-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/xlOpbL/upload_ErU4hn-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/xlOpbL/upload_ErU4hn-large.png,https://brewerydb-images.s3.amazonaws.com/beer/xlOpbL/upload_ErU4hn-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/xlOpbL/upload_ErU4hn-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/xlOpbL/upload_ErU4hn-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,29.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Strong Pale Ale,American Strong Pale,"American strong pale ales range from deep golden to copper in color. The style is characterized by floral and citrus-like American-variety hops used to produce high hop bitterness, flavor, and aroma. Note that floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character is the perceived end, but may be a result of the skillful use of hops of other national origins. American strong pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruityester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",40,50,5.5,6.3,6,14,1.05,1.008,1.016,2012-03-21 20:06:45,2015-04-07 15:26:32,"Our New Year's release for the seasoned beer folks … Big, brown warmer with several types of crystal malt. No actual eyeballs can actually be found in the beer.",56.66,,4.0,,4.0,Seasonal,"Available at the same time of year, every year.",,,25.0,25.0,25,7B1A00,,,,
1003,R1JD13,The Mutilator,The Mutilator,7,,90.0,N,N,verified,Verified,2013-05-03 21:23:11,2018-11-02 02:15:14,,,,,,,,,,90.0,7.0,7.0,European-germanic Lager,2012-03-21 20:06:46,German-Style Doppelbock,Doppelbock,"Malty sweetness is dominant but should not be cloying. Malt character is more reminiscent of fresh and lightly toasted Munich- style malt, more so than caramel or toffee malt character. Some elements of caramel and toffee can be evident and contribute to complexity, but the predominant malt character is an expression of toasted barley malt. Doppelbocks are full bodied and deep amber to dark brown in color. Astringency from roast malts is absent. Alcoholic strength is high, and hop rates increase with gravity. Hop bitterness and flavor should be low and hop aroma absent. Fruity esters are commonly perceived but at low to moderate levels. Diacetyl should be absent",17,27,6.5,8,12,30,1.074,1.014,1.02,2012-03-21 20:06:46,2015-04-07 15:39:08,"This doppelbock busts out with mountainous malt flavor from Munich, melanoidin, crystal, chocolate malts, tiger blood and Adonis DNA. It’s lightly hopped with Czech Saaz just enough to balance the malt. The cool fermentation with our German lager yeast lets the clean malt flavors shine with rich chocolate and caramel. It’s stabbingly good at 7% ABV.",,,2.0,,2.0,Limited,Limited availability.,,,,,,,,,,
1004,Qgkp3b,The Pit & The Pendulum,The Pit & The Pendulum,8.3,,170.0,N,N,verified,Verified,2015-08-27 03:43:10,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/Qgkp3b/upload_2O52MN-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Qgkp3b/upload_2O52MN-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Qgkp3b/upload_2O52MN-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Qgkp3b/upload_2O52MN-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Qgkp3b/upload_2O52MN-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Qgkp3b/upload_2O52MN-contentAwareLarge.png,,,,170.0,11.0,11.0,Hybrid/mixed Beer,2012-03-21 20:06:46,Wild Beer,Wild Beer,"Wild Beers are any range of color. These beers may be clear or hazy due to yeast, chill haze or hop haze. Aromas may vary tremendously due to fermentation characters contributed by various known and unknown microorganisms. The overall balance should be complex and balanced. Hop aroma very low to high. Usually because of a high degree of attenuation in these beers, malt character is very low to low. If there are exceptions that are malty, the overall balance of complexity of other characters should be in harmony. Hop flavor very low to high. Hop bitterness is perceived at varying levels depending on the overall balance, but usually perceived as very low to low. Wild beers are ""spontaneously"" fermented with microorganisms that the brewer has introduced from the ambient air/environment in the vicinity of the brewery in which the beer is brewed. Wild beers may not be fermented with any cultured strains of yeast or bacteria. Wild beer may or may not be perceived as acidic. It may include a wildly variable spectrum of flavors and aromas derived from the wild microorganisms with which it was fermented. The overall balance of flavors, aromas, appearance and body is an important factor in assessing these beers. Body is very low to medium. Spontaneously fermented beers with fruit, spice or other ingredients would be appropriately entered as Wild Beer. For purposes of competition, entries which could be appropriately entered in an existing classic or traditional category such as Belgian-Style Lambic, Gueuze, Fruit Lambic, etc. should be entered in that category and not entered as a Wild Beer.",,,,,,,,,,2015-04-07 17:21:44,,"The perfect balance of three distinct divergences. Allowed to initially flower with Belgian ale yeast, The Pit & The Pendulum was then incarcerated with Brett and freshly pureed peaches to intensify the trifecta of its persona.

Enjoy fresh, but also a good one for the cellar, as the Brett continues to contemplate its environment.",30,,,,,,,,,,,,,,,,
1005,QJZFnY,The Pit & The Pendulum with Cherries,The Pit & The Pendulum with Cherries,6.1,,136.0,N,N,verified,Verified,2018-07-24 18:28:31,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/QJZFnY/upload_h8SNgF-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/QJZFnY/upload_h8SNgF-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/QJZFnY/upload_h8SNgF-large.png,https://brewerydb-images.s3.amazonaws.com/beer/QJZFnY/upload_h8SNgF-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/QJZFnY/upload_h8SNgF-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/QJZFnY/upload_h8SNgF-contentAwareLarge.png,,,,136.0,11.0,11.0,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Sour Beer,BBL Aged Sour,"A wood- or barrel-aged sour beer is any lager, ale or hybrid beer, either a traditional style or a unique experimental beer that has been aged for a period of time in a wooden barrel or in contact with wood and has developed a bacterial induced natural acidity. This beer is aged in wood with the intention of introducing the micro flora present in the wood. Sometimes wood aging is intended to impart the particularly unique character of the wood, but wood-aged is not necessarily synonymous with imparting wood-flavors. Wood character can be characterized as a complex blend of vanillin and unique wood character. Wood-derived character can also be characterized by flavors of the product that was in the barrel during prior use. These wood-derived flavors, if present in this style, can be very low in character and barely perceived or evident or assertive as wood-derived flavors. Any degree of woodderived flavors should be in balance with other beer character. Fruit and herb/spiced versions may take on the hue, flavors and aromas of added ingredients.  Usually bacteria and ""wild"" yeasts fermentation contributes complex esters and results in a dry to very dry beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of acidity, complex esters, and new beer with wood and/or barrel flavors. Beers in this style may or may not have Brettanomyces character.  Brewers when entering this category should specify type of barrel used and any other special treatment or ingredients used. Competition managers may create style subcategories to differentiate between high alcohol and low alcohol beers and very dark and lighter colored beer as well as for fruit beers and non-fruit beers. Competitions may develop guidelines requesting brewers to specify what kind of wood (new or used oak, other wood varieties). The brewer may be asked to explain the special nature (wood used, base beer style(s) and achieved character) of the beer.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:56,Sour Golden Ale aged on oak with 3000 lbs of cherries,12,,,,,,,,,,,,,,,,
1006,eVgnFV,The Poet,The Poet,5.2,5.0,21.0,N,N,verified,Verified,2012-01-03 02:44:22,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/eVgnFV/upload_Ey2ULg-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eVgnFV/upload_Ey2ULg-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eVgnFV/upload_Ey2ULg-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eVgnFV/upload_Ey2ULg-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eVgnFV/upload_Ey2ULg-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eVgnFV/upload_Ey2ULg-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,21.0,1.0,1.0,British Origin Ales,2012-03-21 20:06:45,Oatmeal Stout,Oatmeal Stout,"Oatmeal stouts include oatmeal in their grist, resulting in a pleasant, full flavor and a smooth profile that is rich without being grainy. A roasted malt character which is caramel-like and chocolate-like should be evident - smooth and not bitter. Coffee-like roasted barley and roasted malt aromas (chocolate and nut-like) are prominent. Color is dark brown to black. Bitterness is moderate, not high. Hop flavor and aroma are optional but should not overpower the overall balance if present. This is a medium- to full- bodied beer, with minimal fruity esters. Diacetyl should be absent or at extremely low levels. Original gravity range and alcohol levels are indicative of English tradition of oatmeal stout.",20,40,3.8,6,20,20,1.038,1.008,1.02,2012-03-21 20:06:45,2015-04-07 15:22:53,"Oats bring a creaminess and soft mouth-feel to rich, roasty malt character.",37,1.061,1.0,"Mushrooms, beef, blooming, soft-ripened cheeses and chocolate.",1.0,Year Round,Available year round as a staple beer.,,,41.0,41.0,Over 40,000000,cool,Cool - (8-12C/45-54F),,
1007,ABoSrf,The Waldos’ Special Ale (2018),The Waldos’ Special Ale (2018),11.3,,31.0,N,N,verified,Verified,2018-04-22 13:39:29,2018-11-02 02:15:14,,,,,,,,,,31.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,Vintage of The Waldos' Special Ale,100,,,,,,,,,,,,,,,,
1008,7GLf2A,The White Buffalo,The White Buffalo,6,,30.0,N,N,verified,Verified,2013-11-19 15:31:17,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/7GLf2A/upload_YgK3BN-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/7GLf2A/upload_YgK3BN-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/7GLf2A/upload_YgK3BN-large.png,https://brewerydb-images.s3.amazonaws.com/beer/7GLf2A/upload_YgK3BN-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/7GLf2A/upload_YgK3BN-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/7GLf2A/upload_YgK3BN-contentAwareLarge.png,,,,30.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,
1009,JsJS48,There and Back - Beer Camp Across America,There and Back - Beer Camp Across America (2014),5.6,5.0,3.0,N,N,verified,Verified,2014-05-08 11:51:13,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/JsJS48/upload_QBx1YE-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/JsJS48/upload_QBx1YE-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/JsJS48/upload_QBx1YE-large.png,https://brewerydb-images.s3.amazonaws.com/beer/JsJS48/upload_QBx1YE-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/JsJS48/upload_QBx1YE-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/JsJS48/upload_QBx1YE-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,3.0,1.0,1.0,British Origin Ales,2012-03-21 20:06:45,Ordinary Bitter,Bitter,"Ordinary bitter is gold to copper colored with medium bitterness, light to medium body, and low to medium residual malt sweetness. Hop flavor and aroma character may be evident at the brewer's discretion. Mild carbonation traditionally characterizes draft-cask versions, but in bottled versions, a slight increase in carbon dioxide content is acceptable. Fruity-ester character and very low diacetyl (butterscotch) character are acceptable in aroma and flavor, but should be minimized in this form of bitter. Chill haze is allowable at cold temperatures. (English and American hop character may be specified in subcategories.)",20,35,3,4.1,5,12,1.033,1.006,1.012,2012-03-21 20:06:45,2015-04-07 15:18:39,"For beer folks, Chico, CA, and New Glarus, WI, are must-see capitals on the U.S. brewing map, but getting between the two is no simple feat. There and Back is named for the planes, trains, and zeal needed to connect them. This classic English-style Bitter is a complex yet easy-drinking mix of toasty malt and a fruity, herbal hop flavor.

New Glarus is fiercely loyal to its home state, growing to one of the largest breweries in the U.S. without selling a single drop outside of the borders of Wisconsin. With those local tastes in mind, New Glarus has perfected traditional German styles and invented masterful versions of complex and intense fruit beers featuring Wisconsin-grown ingredients.",40,1.053,2.0,,2.0,Limited,Limited availability.,2014.0,,,,,,,,,
1010,0NyrGZ,Through the Brambles,Through the Brambles,6.3,,170.0,N,N,verified,Verified,2018-05-24 14:47:20,2018-11-02 02:15:14,,,,,,,,,,170.0,11.0,11.0,Hybrid/mixed Beer,2012-03-21 20:06:46,Wild Beer,Wild Beer,"Wild Beers are any range of color. These beers may be clear or hazy due to yeast, chill haze or hop haze. Aromas may vary tremendously due to fermentation characters contributed by various known and unknown microorganisms. The overall balance should be complex and balanced. Hop aroma very low to high. Usually because of a high degree of attenuation in these beers, malt character is very low to low. If there are exceptions that are malty, the overall balance of complexity of other characters should be in harmony. Hop flavor very low to high. Hop bitterness is perceived at varying levels depending on the overall balance, but usually perceived as very low to low. Wild beers are ""spontaneously"" fermented with microorganisms that the brewer has introduced from the ambient air/environment in the vicinity of the brewery in which the beer is brewed. Wild beers may not be fermented with any cultured strains of yeast or bacteria. Wild beer may or may not be perceived as acidic. It may include a wildly variable spectrum of flavors and aromas derived from the wild microorganisms with which it was fermented. The overall balance of flavors, aromas, appearance and body is an important factor in assessing these beers. Body is very low to medium. Spontaneously fermented beers with fruit, spice or other ingredients would be appropriately entered as Wild Beer. For purposes of competition, entries which could be appropriately entered in an existing classic or traditional category such as Belgian-Style Lambic, Gueuze, Fruit Lambic, etc. should be entered in that category and not entered as a Wild Beer.",,,,,,,,,,2015-04-07 17:21:44,,"A Blackberry sour beer, aged on French Oak Chardonnay barrels for a year with various Brettanomyces and Lactobacillus strains. The first Woodlands Project release by SweetWater Brewing Company.",2,,,,,,,,,,,,,,,,
1011,hz4rNs,Thunder Ann,Thunder Ann,5.5,,25.0,N,N,verified,Verified,2013-05-02 22:18:50,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/hz4rNs/upload_frWKZb-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/hz4rNs/upload_frWKZb-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/hz4rNs/upload_frWKZb-large.png,https://brewerydb-images.s3.amazonaws.com/beer/hz4rNs/upload_frWKZb-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/hz4rNs/upload_frWKZb-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/hz4rNs/upload_frWKZb-contentAwareLarge.png,,,,25.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,"Thunder Ann is our American pale ale named after Ms. Sally Ann Thunder Ann Whirlwind Crockett. Davy’s wife and an Undeniable Badass. With a citrusy aroma and dry-hopped with classic American varieties, Thunder Ann packs a one-two punch but can also be subtly sweet, just like its namesake.",,,,,,,,,,,,,,,,,
1012,Pb4Zwl,Thunder Stout,Thunder Stout,4.95,,42.0,N,N,verified,Verified,2012-01-03 02:44:23,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/Pb4Zwl/upload_PH5GSG-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Pb4Zwl/upload_PH5GSG-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Pb4Zwl/upload_PH5GSG-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Pb4Zwl/upload_PH5GSG-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Pb4Zwl/upload_PH5GSG-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Pb4Zwl/upload_PH5GSG-contentAwareLarge.png,,,,42.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",35,60,5.7,8.8,40,40,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,,,,,,,,,,,,,,,,,
1013,ZzpzSy,Tickled Pink,Tickled Pink,6.6,,72.0,N,N,verified,Verified,2014-06-17 15:01:22,2018-11-02 02:15:14,,,,,,,,,,72.0,5.0,5.0,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,40,4.5,8.5,4,14,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,,25,,,,,,,,,,,,,,,,
1014,0tWTUV,Tmavé,Tmavé,5.4,,83.0,N,N,verified,Verified,2015-04-17 15:31:23,2018-11-02 02:15:14,,,,,,,,,,83.0,7.0,7.0,European-germanic Lager,2012-03-21 20:06:46,European-Style Dark / Münchner Dunkel,Euro Dark,"These light brown to dark brown beers have a pronounced malty aroma and flavor that dominates over the clean, crisp, moderate hop bitterness. This beer does not offer an overly sweet impression, but rather a mild balance between malt sweetness, hop bitterness and light to moderate mouthfeel. A classic Münchner Dunkel should have chocolate-like, roast malt, bread-like or biscuit-like aroma that comes from the use of Munich dark malt. Chocolate or roast malts can be used, but the percentage used should be minimal. Noble-type hop flavor and aroma should be low but perceptible. Diacetyl should not be perceived. Ale-like fruity esters and chill haze should not be perceived.",16,25,4.5,5,15,20,1.048,1.014,1.018,2012-03-21 20:06:46,2015-04-07 15:37:08,Made with Bohemian floor-malted barley and Czech Saaz hops. This rare lager style has a lovely mouthfeel and flavor derived from the malt. An excellent food-pairing beer. Na zdraví!,23,,,,,,,,,,,,,,,,
1015,zsoUNy,Toked Porter,Toked Porter,,,18.0,N,N,verified,Verified,2013-05-03 21:36:57,2018-11-02 02:15:14,,,,,,,,,,18.0,1.0,1.0,British Origin Ales,2012-03-21 20:06:45,Brown Porter,Brown Porter,"Brown porters are mid to dark brown (may have red tint) in color. No roast barley or strong burnt/black malt character should be perceived. Low to medium malt sweetness, caramel and chocolate is acceptable along with medium hop bitterness. This is a lightto medium-bodied beer. Fruity esters are acceptable. Hop flavor and aroma may vary from being negligible to medium in character.",20,30,4.5,6,20,35,1.04,1.006,1.014,2012-03-21 20:06:45,2015-04-07 15:21:43,,,,2.0,,2.0,Limited,Limited availability.,,,,,,,,,,
1016,lrTDM4,Torikumi,Torikumi,7.5,,36.0,N,N,verified,Verified,2017-08-03 20:20:39,2018-11-02 02:15:14,,,,,,,,,,36.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15,25,4,5,3,7,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,,,,,,,,,,,,,,,,,,
1017,JaS6T7,Torpedo Extra IPA,Torpedo Extra IPA,7.2,5.0,30.0,N,N,verified,Verified,2012-01-03 02:44:23,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/JaS6T7/upload_N0oKdu-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/JaS6T7/upload_N0oKdu-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/JaS6T7/upload_N0oKdu-large.png,https://brewerydb-images.s3.amazonaws.com/beer/JaS6T7/upload_N0oKdu-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/JaS6T7/upload_N0oKdu-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/JaS6T7/upload_N0oKdu-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,30.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,"Sierra Nevada Torpedo is a big American IPA; bold, assertive, and full of flavor highlighting the complex citrus, pine, and herbal character of whole-cone American hops.


Around here, we take hops pretty seriously, which is why we weren’t satisfied with the standard method of dry hopping for our first year-round IPA. We spent years tinkering, tasting, and tweaking ways to get the biggest and best hop flavors and aromas into our beer.

Our persistence has paid off. Our obsession with harnessing huge hop flavor led to the development of what we call the hop torpedo, a revolutionary method of dry-hopping designed, built, and debuted here at the brewery. Our torpedo is a sleek, stainless-steel piece of hardware that delivers more pure hop aroma than any method of dry-hopping we’ve ever seen. Like all our beers, Torpedo Extra IPA uses only the best whole-cone hops possible making this delicious ale worth the wait.",65,,1.0,,1.0,Year Round,Available year round as a staple beer.,,,,,,,,,,
1018,wC2GDZ,Torpedo Pilsner - Beer Camp Across America,Torpedo Pilsner - Beer Camp Across America (2014),5.2,4.0,98.0,N,N,verified,Verified,2014-05-08 11:51:42,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/wC2GDZ/upload_u0UasH-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/wC2GDZ/upload_u0UasH-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/wC2GDZ/upload_u0UasH-large.png,https://brewerydb-images.s3.amazonaws.com/beer/wC2GDZ/upload_u0UasH-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/wC2GDZ/upload_u0UasH-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/wC2GDZ/upload_u0UasH-contentAwareLarge.png,4.0,Pilsner,2012-01-03 02:41:33,98.0,8.0,8.0,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,"Torpedo Pilsner is a hop-forward take on the crisp classic lager. We and the folks at Firestone Walker share a passion for New Zealand hop varietals, so we loaded our legendary Hop Torpedo with southern hemisphere hops for a fruity, floral twist on the pilsner style.

Just down the road from us in California’s Central Coast wine country, this rock star brewery has earned “Mid-size Brewery of the Year” at the World Beer Cup four times. Like us, Firestone is passionate about hops.  Their skill with the ingredient shines in their Pale Series and elsewhere in a long beer lineup driven by a premier brewing team.",45,1.048,2.0,,2.0,Limited,Limited availability.,2014.0,,2.0,2.0,2,FFD878,cold,Cold - (4-7C/39-45F),,
