,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
8424,"Domaine Perrot Minot, Vieilles Vignes, Mazoyeres Chambertin Grand Cru",63767,domaine-perrot-minot-vieilles-vignes-mazoyeres-chambertin-grand-cru,Mazoyeres Chambertin Grand Cru,mazoyeres-chambertin-grand-cru,Red,,['Bourgogne'],France,,2013,2016-02-01,False,94.31,A+,3,1050963.0,10509632013.0
8425,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2007,2016-02-01,False,94.26,C,3,1104549.0,11045492007.0
8426,"Valdicava, Madonna del Piano, Brunello Di Montalcino Riserva",148561,valdicava-madonna-del-piano-brunello-di-montalcino-riserva,Brunello Di Montalcino Riserva,brunello-di-montalcino-riserva,Red,,['Tuscany'],Italy,,2005,2016-02-01,False,93.55,A,3,1105966.0,11059662005.0
8427,"Vietti, Ravera, Barolo",148559,vietti-ravera-barolo,Barolo,barolo,Red,,['Piedmont'],Italy,,2011,2016-02-01,False,93.47,B,6,1106341.0,11063412011.0
8428,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,1998,2016-02-01,False,93.45,B,4,1104549.0,11045491998.0
8429,"Felton Road, Block 3 Pinot Noir, Central Otago",72923,felton-road-block-3-pinot-noir-central-otago,Central Otago,central-otago,Red,,['New Zealand'],New Zealand,,2013,2016-02-01,False,93.41,B,4,,
8430,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2001,2016-02-01,False,93.35,C,3,1104549.0,11045492001.0
8431,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,1999,2016-02-01,False,93.35,C,3,1104549.0,11045491999.0
8432,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2008,2016-02-01,False,93.14,B+,3,1104549.0,11045492008.0
8433,"Vina Cobos, 'Cobos' Marchiori Vineyard Malbec, Lujan De Cuyo",140714,vina-cobos-cobos-marchiori-vineyard-malbec-lujan-de-cuyo,Lujan De Cuyo,lujan-de-cuyo,Red,,['Mendoza'],Argentina,,2012,2016-02-01,False,93.1,B,5,,
8434,"Paul Hobbs, Nathan Coombs Estate Cabernet Sauvignon, Coombsville",113424,paul-hobbs-nathan-coombs-estate-cabernet-sauvignon-coombsville,Coombsville,coombsville,Red,,['California'],Usa,,2012,2016-02-01,False,92.94,B,4,,
8435,"Dalla Valle Vineyards, Maya, Napa Valley",48290,dalla-valle-vineyards-maya-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2016-02-01,False,92.81,B,5,,
8436,"Craggy Range, Sophia Gimblett Gravels Merlot, Hawkes Bay",47034,craggy-range-sophia-gimblett-gravels-merlot-hawkes-bay,Hawkes Bay,hawkes-bay,Red,,['New Zealand'],New Zealand,,2013,2016-02-01,False,92.42,A,5,,
8437,"Valdicava, Brunello Di Montalcino",148562,valdicava-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2004,2016-02-01,False,92.28,C+,3,1105940.0,11059402004.0
8438,"Beaulieu Vineyard Bv, Georges De Latour Private Reserve Cabernet Sauvignon, Napa Valley",9765,beaulieu-vineyard-bv-georges-de-latour-private-reserve-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2016-02-01,False,92.11,B,6,,
8439,"Man O' War, Ironclad, Waiheke Island",101244,man-o-war-ironclad-waiheke-island,Waiheke Island,waiheke-island,Red,,['New Zealand'],New Zealand,,2010,2016-02-01,False,92.08,B,4,,
8440,"Felton Road, Calvert Pinot Noir, Central Otago",72926,felton-road-calvert-pinot-noir-central-otago,Central Otago,central-otago,Red,,['New Zealand'],New Zealand,,2012,2016-02-01,False,92.03,B+,5,,
8441,"Chateau Latour, Le Pauillac De Latour, Pauillac",38176,chateau-latour-le-pauillac-de-latour-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2000,2016-02-01,False,92.03,C,4,1013821.0,10138212000.0
8442,"Joseph Phelps Vineyards, Eisele Vineyard Cabernet Sauvignon, Napa Valley",89564,joseph-phelps-vineyards-eisele-vineyard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,1985,2016-02-01,False,92.03,C+,3,,
8443,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2009,2016-02-01,False,91.95,B,3,1104549.0,11045492009.0
8444,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2003,2016-02-01,False,91.57,C+,3,1104549.0,11045492003.0
8445,"Dog Point, Sauvignon Blanc, White, Marlborough",51016,dog-point-sauvignon-blanc-white-marlborough,Marlborough,marlborough,White,dry,['New Zealand'],New Zealand,,2014,2016-02-01,False,91.36,B+,4,,
8446,"Chateau Latour, Le Pauillac De Latour, Pauillac",38176,chateau-latour-le-pauillac-de-latour-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2001,2016-02-01,False,91.36,C,4,1013821.0,10138212001.0
8447,"Chateau Clos Des Jacobins, Saint Emilion Grand Cru",33303,chateau-clos-des-jacobins-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2005,2016-02-01,False,91.13,B+,8,1008355.0,10083552005.0
8448,"Domaine De Ferrand, Chateauneuf Du Pape",54207,domaine-de-ferrand-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,Red,,['Rhone'],France,,2013,2016-02-01,False,91.0,B,4,,
8449,"Bodega Monteviejo, Lindaflor 'La Violeta' Malbec, Vista Flores",13711,bodega-monteviejo-lindaflor-la-violeta-malbec-vista-flores,Vista Flores,vista-flores,Red,,['Argentina'],Argentina,,2009,2016-02-01,False,90.93,C,3,,
8450,"Pine Ridge Vineyards, Fortis, Napa Valley",116333,pine-ridge-vineyards-fortis-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2012,2016-02-01,False,90.89,C+,4,,
8451,"Domaine Du Colombier, Cuvee Gaby Blanc, Blanc, Crozes Hermitage",57213,domaine-du-colombier-cuvee-gaby-blanc-blanc-crozes-hermitage,Crozes Hermitage,crozes-hermitage,White,dry,['Rhone'],France,,2014,2016-02-01,False,90.42,A,3,,
8452,"Cain Vineyard & Winery, Cain Five, Spring Mountain District",23254,cain-vineyard-winery-cain-five-spring-mountain-district,Spring Mountain District,spring-mountain-district,Red,,['California'],Usa,,1998,2016-02-01,False,90.41,C+,4,,
8453,"Domaine Du Colombier, Cuvee Gaby, Crozes Hermitage",57214,domaine-du-colombier-cuvee-gaby-crozes-hermitage,Crozes Hermitage,crozes-hermitage,Red,,['Rhone'],France,,2013,2016-02-01,False,90.21,B+,5,,
8454,"Domaine Charvin, Chateauneuf Du Pape",53091,domaine-charvin-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,Red,,['Rhone'],France,,2013,2016-02-01,False,90.16,B,4,1109892.0,11098922013.0
8455,"Stonyridge Vineyard, Pilgrim Syrah - Mourvedre - Grenache, Waiheke Island",130870,stonyridge-vineyard-pilgrim-syrah-mourvedre-grenache-waiheke-island,Waiheke Island,waiheke-island,Red,,['New Zealand'],New Zealand,,2013,2016-02-01,False,90.14,B,3,,
8456,"Paul Hobbs, Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon, St Helena",113410,paul-hobbs-beckstoffer-dr-crane-vineyard-cabernet-sauvignon-st-helena,St Helena,st-helena,Red,,['California'],Usa,,2011,2016-02-01,False,89.97,B,7,1186136.0,11861362011.0
8457,"Chateau Clos Des Jacobins, Saint Emilion Grand Cru",33303,chateau-clos-des-jacobins-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2006,2016-02-01,False,89.78,B+,7,1008355.0,10083552006.0
8458,"Bouchard Pere Fils, Les Suchots, Vosne Romanee Premier Cru",20554,bouchard-pere-fils-les-suchots-vosne-romanee-premier-cru,Vosne Romanee Premier Cru,vosne-romanee-premier-cru,Red,,['Bourgogne'],France,,2013,2016-02-01,False,89.74,C+,3,,
8459,"Dog Point, Sauvignon Blanc, White, Marlborough",51016,dog-point-sauvignon-blanc-white-marlborough,Marlborough,marlborough,White,dry,['New Zealand'],New Zealand,,2013,2016-02-01,False,89.69,B+,4,,
8460,"Salvioni, La Cerbaiola, Brunello Di Montalcino",148662,salvioni-la-cerbaiola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,1995,2016-02-01,False,89.67,C,3,1104549.0,11045491995.0
8461,"Henri Bourlon Chateau Guibot, La Fourvieille, Puisseguin Saint Emilion",82893,henri-bourlon-chateau-guibot-la-fourvieille-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2010,2016-02-01,False,89.6,B,3,,
8462,"Cliff Lede Vineyards, Cabernet Sauvignon, Stags Leap District",43378,cliff-lede-vineyards-cabernet-sauvignon-stags-leap-district,Stags Leap District,stags-leap-district,Red,,['California'],Usa,,2012,2016-02-01,False,89.57,B+,6,,
8463,"Crossbarn By Paul Hobbs, Napa Valley Cabernet Sauvignon, Napa Valley",47378,crossbarn-by-paul-hobbs-napa-valley-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2012,2016-02-01,False,88.47,A,3,,
8464,"Truchard Vineyards, Syrah, Carneros",136973,truchard-vineyards-syrah-carneros,Carneros,carneros,Red,,['California'],Usa,,1996,2016-02-01,False,88.44,B,3,,
8465,"Henri Bourlon Chateau Guibot, La Fourvieille, Puisseguin Saint Emilion",82893,henri-bourlon-chateau-guibot-la-fourvieille-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2008,2016-02-01,False,88.38,B,3,,
8466,"Chateau Clinet, Fleur De Clinet, Pomerol",33284,chateau-clinet-fleur-de-clinet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2012,2016-02-01,False,88.14,A,5,1009886.0,10098862012.0
8467,"Domaine Faiveley, Clos Du Roy, Mercurey Premier Cru",58069,domaine-faiveley-clos-du-roy-mercurey-premier-cru,Mercurey Premier Cru,mercurey-premier-cru,Red,,['Bourgogne'],France,,2013,2016-02-01,False,87.59,A+,4,1138063.0,11380632013.0
8468,"Chateau Clos Des Jacobins, Saint Emilion Grand Cru",33303,chateau-clos-des-jacobins-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2001,2016-02-01,False,87.56,B,4,1008355.0,10083552001.0
8469,"Chateau Clos Des Jacobins, Saint Emilion Grand Cru",33303,chateau-clos-des-jacobins-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2000,2016-02-01,False,87.14,B+,3,1008355.0,10083552000.0
8470,"Henri Bourlon Chateau Guibot, La Fourvieille, Puisseguin Saint Emilion",82893,henri-bourlon-chateau-guibot-la-fourvieille-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2011,2016-02-01,False,86.73,B+,4,,
8471,"Silverado Vineyards, Napa Valley Cabernet Sauvignon, Napa Valley",127652,silverado-vineyards-napa-valley-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2001,2016-02-01,False,86.1,B+,4,,
8472,"Chateau Clos Des Jacobins, Saint Emilion Grand Cru",33303,chateau-clos-des-jacobins-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2003,2016-02-01,False,85.57,C+,4,1008355.0,10083552003.0
8473,"Chateau Loudenne, Medoc",38876,chateau-loudenne-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2010,2016-02-01,False,85.4,B,6,,
8474,"Rombauer Vineyards, Cabernet Sauvignon, Napa Valley",122370,rombauer-vineyards-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2012,2016-02-01,False,85.38,B,3,,
8475,"Ronan By Clinet, Bordeaux",122398,ronan-by-clinet-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2012,2016-02-01,False,85.23,A,3,1178991.0,11789912012.0
8476,"Cain Vineyard & Winery, Cain Five, Spring Mountain District",23254,cain-vineyard-winery-cain-five-spring-mountain-district,Spring Mountain District,spring-mountain-district,Red,,['California'],Usa,,1986,2016-02-01,False,84.32,C,3,,
8477,"Henri Bourlon Chateau Guibot, La Fourvieille, Puisseguin Saint Emilion",82893,henri-bourlon-chateau-guibot-la-fourvieille-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2012,2016-02-01,False,82.38,C,5,,
8478,"Le Macchiole, Paleo, Bolgheri",147305,le-macchiole-paleo-bolgheri,Bolgheri,bolgheri,Red,,['Tuscany'],Italy,,2001,2016-01-29,False,95.96,B,6,1100857.0,11008572001.0
8479,"Tua Rita, Redigaffi, Toscana",147410,tua-rita-redigaffi-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2000,2016-01-29,False,95.36,C,3,1105823.0,11058232000.0
8480,"Cerbaiona Di Diego Molinari, Brunello Di Montalcino",30956,cerbaiona-di-diego-molinari-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2006,2016-01-29,False,95.2,C,4,1097568.0,10975682006.0
8481,"Marchesi Antinori, Tenuta Guado al Tasso, Bolgheri",147292,marchesi-antinori-tenuta-guado-al-tasso-bolgheri,Bolgheri,bolgheri,Red,,['Tuscany'],Italy,,2001,2016-01-29,False,92.71,B,4,1095362.0,10953622001.0
8482,"Felton Road, Bannockburn Pinot Noir, Central Otago",72918,felton-road-bannockburn-pinot-noir-central-otago,Central Otago,central-otago,Red,,['New Zealand'],New Zealand,,2010,2016-01-29,False,89.87,B+,6,1134212.0,11342122010.0
8483,"Case Basse Di Gianfranco Soldera, Intistieti, Brunello Di Montalcino Riserva",27736,case-basse-di-gianfranco-soldera-intistieti-brunello-di-montalcino-riserva,Brunello Di Montalcino Riserva,brunello-di-montalcino-riserva,Red,,['Tuscany'],Italy,,2006,2016-01-29,False,89.39,C,4,,
8484,"Tenuta San Guido, Le Difese, Toscana",148021,tenuta-san-guido-le-difese-toscana,Toscana,toscana,Red,dry,['Tuscany'],Italy,,2013,2016-01-29,False,89.35,A,5,1104640.0,11046402013.0
8485,"Chateau Kirwan, Margaux",36895,chateau-kirwan-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2001,2016-01-29,False,89.21,B+,8,1011768.0,10117682001.0
8486,"Chateau Langoa Barton, Saint Julien",38072,chateau-langoa-barton-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,1995,2016-01-29,False,86.97,B,6,1012172.0,10121721995.0
8487,"Penfolds, Bin 51 Riesling, White, Eden Valley",114240,penfolds-bin-51-riesling-white-eden-valley,Eden Valley,eden-valley,White,dry,['Australia'],Australia,,2015,2016-01-27,False,91.56,C+,3,,
8488,"Chateau Soutard, Saint Emilion Grand Cru",40970,chateau-soutard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1982,2016-01-27,False,91.28,C,3,1015346.0,10153461982.0
8489,"Penfolds, Bin 128 Shiraz, Coonawarra",114233,penfolds-bin-128-shiraz-coonawarra,Coonawarra,coonawarra,Red,,['Australia'],Australia,,2013,2016-01-27,False,91.1,A,3,1004171.0,10041712013.0
8490,"Penfolds, Bin 311 Henty Chardonnay, White, Tumbarumba",114239,penfolds-bin-311-henty-chardonnay-white-tumbarumba,Tumbarumba,tumbarumba,White,dry,['Australia'],Australia,,2014,2016-01-27,False,90.89,A,3,,
8491,"Chateau Soutard, Saint Emilion Grand Cru",40970,chateau-soutard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1986,2016-01-27,False,87.26,B,3,1015346.0,10153461986.0
8492,"Chateau Soutard, Saint Emilion Grand Cru",40970,chateau-soutard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1979,2016-01-27,False,86.97,C,3,1015346.0,10153461979.0
8493,"Schrader Cellars, Ccs Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125493,schrader-cellars-ccs-beckstoffer-to-kalon-vineyard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2016-01-26,False,97.92,B,3,,
8494,"Screaming Eagle, Cabernet Sauvignon, Napa Valley",125712,screaming-eagle-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2004,2016-01-26,False,95.72,A+,4,1122792.0,11227922004.0
8495,"Screaming Eagle, Cabernet Sauvignon, Napa Valley",125712,screaming-eagle-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,1999,2016-01-26,False,95.45,C+,4,1122792.0,11227921999.0
8496,"Schrader Cellars, Beckstoffer Las Piedras Vineyard Colesworthy Cabernet Sauvignon, Napa Valley",125491,schrader-cellars-beckstoffer-las-piedras-vineyard-colesworthy-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2012,2016-01-26,False,94.51,A,3,,
8497,"Screaming Eagle, 'Second Flight', Napa Valley",125711,screaming-eagle-second-flight-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2007,2016-01-26,False,92.34,B,4,1267761.0,12677612007.0
8498,"Screaming Eagle, 'Second Flight', Napa Valley",125711,screaming-eagle-second-flight-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2016-01-26,False,91.75,B,5,1267761.0,12677612009.0
8499,"Clonakilla, Hilltops Shiraz, Hilltops",43468,clonakilla-hilltops-shiraz-hilltops,Hilltops,hilltops,Red,,['Australia'],Australia,,2013,2016-01-26,False,90.77,B+,4,1136870.0,11368702013.0
8500,"Dominus Estate, Christian Moueix, Napa Valley",67008,dominus-estate-christian-moueix-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2012,2016-01-25,False,96.33,A,8,1122750.0,11227502012.0
8501,"Joseph Phelps Vineyards, Cabernet Sauvignon, Napa Valley",89561,joseph-phelps-vineyards-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2012,2016-01-25,False,89.35,A+,6,,
8502,"Chateau Certan Marzelle, Pomerol",33149,chateau-certan-marzelle-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2005,2016-01-25,False,88.53,A,6,,
8503,"Chateau Cambon La Pelouse, Haut Medoc",32929,chateau-cambon-la-pelouse-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2005,2016-01-25,False,88.0,B+,7,1007491.0,10074912005.0
8504,"Chateau La Fleur Morange, Saint Emilion Grand Cru",37336,chateau-la-fleur-morange-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2005,2016-01-24,False,93.16,B,4,1010064.0,10100642005.0
8505,"Chateau Peby Faugeres, Saint Emilion Grand Cru",39807,chateau-peby-faugeres-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1998,2016-01-22,False,92.47,B+,4,1013906.0,10139061998.0
8506,"Chateau Rauzan Segla, Margaux",40351,chateau-rauzan-segla-margaux,Margaux,margaux,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,1988,2016-01-22,False,85.85,C,4,1014600.0,10146001988.0
8507,"Chateau Bastor Lamontagne, Blanc, Sauternes",32285,chateau-bastor-lamontagne-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,2012,2016-01-22,False,85.17,B,13,,
8508,"Chateau Cos D'Estournel, Les Pagodes De Cos, Saint Estephe",33388,chateau-cos-destournel-les-pagodes-de-cos-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2012,2016-01-21,False,89.17,A,16,1013645.0,10136452012.0
8509,"Chateau Cos D'Estournel, Goulee, Medoc",33386,chateau-cos-destournel-goulee-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2012,2016-01-21,False,87.54,A,13,1010628.0,10106282012.0
8510,"Chateau Lanessan, Haut Medoc",38060,chateau-lanessan-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2012,2016-01-21,False,86.64,A,10,1012169.0,10121692012.0
8511,"Chateau Mauvesin Barton, Moulis en Medoc",147349,chateau-mauvesin-barton-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,,2012,2016-01-21,False,84.97,B,11,1160280.0,11602802012.0
8512,"Chateau Blaignan, Medoc",32660,chateau-blaignan-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2012,2016-01-21,False,82.91,B,5,,
8513,"Chateau Cheval Blanc, Le Petit Cheval, Bordeaux Blanc, Bordeaux",147288,chateau-cheval-blanc-le-petit-cheval-bordeaux-blanc-bordeaux,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2012,2016-01-20,False,92.61,B,4,1406005.0,14060052012.0
8514,"Chateau Teyssier, Vieux Chateau Mazerat, Saint Emilion Grand Cru",41246,chateau-teyssier-vieux-chateau-mazerat-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2012,2016-01-20,False,91.2,B,13,,
8515,"Chateau Teyssier, Les Asteries, Saint Emilion Grand Cru",95615,chateau-teyssier-les-asteries-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2012,2016-01-20,False,91.12,A+,13,,
8516,"Chateau Certan de May, Pomerol",33150,chateau-certan-de-may-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2012,2016-01-20,False,90.95,A,16,1007909.0,10079092012.0
8517,"Chateau Branon, Pessac Leognan",32802,chateau-branon-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2012,2016-01-20,False,90.56,B+,10,1007299.0,10072992012.0
8518,"Chateau Monbousquet, Saint Emilion Grand Cru",39349,chateau-monbousquet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2012,2016-01-20,False,90.05,A,17,1013182.0,10131822012.0
8519,"La Mission Haut Brion, La Chapelle De La Mission Haut Brion, Pessac Leognan",92853,la-mission-haut-brion-la-chapelle-de-la-mission-haut-brion-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2012,2016-01-20,False,90.03,A+,15,1008007.0,10080072012.0
8520,"Chateau Mouton Rothschild, Le Petit Mouton, Pauillac",39641,chateau-mouton-rothschild-le-petit-mouton-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2012,2016-01-20,False,89.94,A,16,1014004.0,10140042012.0
8521,"Chateau Bahans Haut-Brion, 'Le Clarence De Haut-Brion', Pessac Leognan",32226,chateau-bahans-haut-brion-le-clarence-de-haut-brion-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2012,2016-01-20,False,89.91,A,18,1008153.0,10081532012.0
8522,"Chateau La Croix De Gay, Chateau La Fleur De Gay, Pomerol",37193,chateau-la-croix-de-gay-chateau-la-fleur-de-gay-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2012,2016-01-20,False,89.69,A,11,1009958.0,10099582012.0
8523,"Chateau La Tour Figeac, Saint Emilion Grand Cru",37765,chateau-la-tour-figeac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2012,2016-01-20,False,89.46,A,16,1015593.0,10155932012.0
8524,"Chateau Lafite Rothschild, Carruades De Lafite, Pauillac",37900,chateau-lafite-rothschild-carruades-de-lafite-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2012,2016-01-20,False,89.41,A,17,1007840.0,10078402012.0
8525,"Chateau De Valandraud, Virginie De Valandraud, Saint Emilion Grand Cru",34960,chateau-de-valandraud-virginie-de-valandraud-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2012,2016-01-20,False,89.29,A,16,1016284.0,10162842012.0
8526,"Chateau Moulin Saint Georges, Saint Emilion Grand Cru",39609,chateau-moulin-saint-georges-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2012,2016-01-20,False,89.05,B+,14,1013498.0,10134982012.0
8527,"Chateau Pichon Longueville Baron, Les Tourelles De Longueville, Pauillac",40023,chateau-pichon-longueville-baron-les-tourelles-de-longueville-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2012,2016-01-20,False,88.83,A,14,1015812.0,10158122012.0
8528,"Chateau La Croix De Gay, Pomerol",37194,chateau-la-croix-de-gay-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2012,2016-01-20,False,88.57,A,14,1009020.0,10090202012.0
8529,"Chateau Laforge, Saint Emilion Grand Cru",37938,chateau-laforge-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2012,2016-01-20,False,88.47,B+,13,,
8530,"Vignobles Andre Lurton, Chateau La Louviere, Pessac Leognan",139922,vignobles-andre-lurton-chateau-la-louviere-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2012,2016-01-20,False,87.64,A,13,1012518.0,10125182012.0
8531,"Chateau Pichon Longueville Baron, Les Griffons De Pichon Baron, Pauillac",40017,chateau-pichon-longueville-baron-les-griffons-de-pichon-baron-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2012,2016-01-20,False,87.55,B,9,1310092.0,13100922012.0
8532,"Chateau Franc Mayne, Saint Emilion Grand Cru",35870,chateau-franc-mayne-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2012,2016-01-20,False,87.37,A,14,1010396.0,10103962012.0
8533,"Chateau Lynch Bages, Echo De Lynch Bages, Pauillac",38917,chateau-lynch-bages-echo-de-lynch-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2012,2016-01-20,False,87.0,B+,9,1009538.0,10095382012.0
